Gender,Married,Education,Self_Employed,Total_Income,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
1,0,0,0,1830.0,134.8,360.0,0.0,N,0,0,0,1,0,0,1
1,0,1,0,4160.0,71.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,0,0,4234.0,173.0,360.0,1.0,N,0,0,0,1,1,0,0
1,0,1,0,2378.0,46.0,360.0,1.0,N,1,0,0,0,1,0,0
0,1,0,0,5783.0,158.0,360.0,1.0,Y,0,1,0,0,0,0,1
0,1,0,0,3173.0,74.0,360.0,1.0,Y,0,0,0,1,0,1,0
0,1,1,0,4913.0,125.0,360.0,1.0,Y,0,0,1,0,1,0,0
0,1,1,0,4957.0,160.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,0,0,6753.0,152.0,360.0,0.0,N,0,1,0,0,1,0,0
0,1,0,0,5251.0,126.0,360.0,1.0,Y,0,0,1,0,0,0,1
0,1,1,0,10916.0,259.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,8875.0,187.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,1,0,9083.0,228.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,0,1,0,12917.0,308.0,360.0,1.0,N,1,0,0,0,1,0,0
0,1,1,0,4749.0,95.0,360.0,1.0,Y,0,0,0,1,1,0,0
1,1,1,1,5500.0,105.0,360.0,0.0,N,1,0,0,0,1,0,0
1,1,1,0,2928.0,130.0,360.0,1.0,Y,1,0,0,0,0,1,0
1,0,1,0,3813.0,116.0,180.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,0,11500.0,165.0,360.0,1.0,Y,0,0,1,0,1,0,0
0,1,1,0,3875.0,67.0,360.0,1.0,N,0,1,0,0,0,0,1
0,1,0,0,4666.0,100.0,480.0,0.0,N,1,0,0,0,0,0,1
0,1,1,0,8334.0,200.0,360.0,1.0,Y,0,0,0,1,0,1,0
1,0,1,0,4723.0,81.0,360.0,1.0,N,0,1,0,0,0,1,0
0,1,1,0,8667.0,236.0,360.0,1.0,Y,0,0,1,0,0,1,0
0,1,1,0,7083.0,130.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,0,6046.0,95.0,300.0,1.0,Y,1,0,0,0,0,0,1
0,0,1,1,6822.0,141.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,0,0,0,6216.0,133.0,360.0,1.0,N,1,0,0,0,1,0,0
0,0,1,0,2500.0,96.0,480.0,1.0,N,1,0,0,0,0,1,0
0,0,1,0,5124.0,124.0,360.0,0.0,N,1,0,0,0,1,0,0
0,1,1,0,6325.0,175.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,1,1,0,24996.0,570.0,360.0,1.0,N,1,0,0,0,1,0,0
1,0,1,1,15759.0,55.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,5185.0,155.0,360.0,1.0,Y,0,0,1,0,0,1,0
0,1,1,1,17196.0,380.0,300.0,1.0,Y,0,0,1,0,1,0,0
0,0,1,0,5049.0,111.0,180.0,0.0,N,0,1,0,0,0,0,1
1,0,1,0,4223.0,110.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,0,5740.0,120.0,180.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,0,13746.0,130.0,360.0,1.0,Y,0,0,0,1,1,0,0
0,1,1,0,4310.0,130.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,0,1,0,3069.0,71.0,480.0,1.0,N,1,0,0,0,0,0,1
0,1,1,0,5391.0,130.0,360.0,1.0,Y,0,0,1,0,0,0,1
0,1,1,0,5833.0,128.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,0,1,0,10173.0,296.0,360.0,1.0,Y,1,0,0,0,0,1,0
1,0,1,0,6000.0,156.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,0,1,1,7167.0,128.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,0,4566.0,100.0,360.0,1.0,N,0,0,1,0,0,0,1
0,0,1,0,3667.0,113.0,180.0,1.0,Y,0,1,0,0,0,0,1
0,0,0,0,3946.0,132.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,0,0,6146.0,134.8,360.0,0.0,N,1,0,0,0,0,0,1
0,1,1,0,4750.0,136.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,0,5488.0,125.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,0,1,0,9167.0,185.0,360.0,1.0,Y,0,0,0,1,1,0,0
0,1,1,0,9504.0,275.0,360.0,1.0,Y,0,0,0,1,1,0,0
0,1,1,0,4698.0,120.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,0,0,3618.0,113.0,180.0,1.0,Y,0,0,1,0,0,1,0
0,1,1,0,4500.0,113.0,360.0,1.0,Y,0,0,1,0,0,0,1
0,1,1,0,3760.0,135.0,360.0,1.0,Y,0,0,1,0,0,1,0
1,0,1,0,3180.0,71.0,360.0,0.0,N,1,0,0,0,0,0,1
0,1,1,0,4492.0,95.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,0,0,0,5568.0,109.0,360.0,1.0,Y,1,0,0,0,1,0,0
1,0,1,0,3300.0,103.0,360.0,0.0,N,1,0,0,0,0,1,0
0,1,0,0,2889.0,45.0,180.0,0.0,N,0,0,1,0,0,0,1
0,0,0,0,2755.0,65.0,300.0,1.0,N,1,0,0,0,1,0,0
0,0,1,0,22500.0,103.0,360.0,1.0,Y,1,0,0,0,0,1,0
1,0,0,0,1963.0,53.0,360.0,1.0,Y,1,0,0,0,0,1,0
1,0,1,1,7441.0,194.0,360.0,1.0,N,1,0,0,0,1,0,0
1,0,1,0,4547.0,115.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,0,0,4567.0,115.0,360.0,1.0,Y,1,0,0,0,0,0,1
1,0,0,0,2213.0,66.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,1,0,8300.0,152.0,300.0,0.0,N,0,1,0,0,0,1,0
0,1,1,0,81000.0,360.0,360.0,0.0,N,0,0,0,1,1,0,0
1,0,0,1,3867.0,62.0,360.0,1.0,N,0,1,0,0,0,1,0
0,1,1,0,6256.0,160.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,0,0,6096.0,218.0,360.0,0.0,N,1,0,0,0,1,0,0
0,1,0,0,4286.0,110.0,360.0,1.0,Y,1,0,0,0,1,0,0
1,1,0,0,5386.0,178.0,360.0,0.0,N,1,0,0,0,0,1,0
1,0,1,0,2995.0,60.0,360.0,1.0,Y,1,0,0,0,0,0,1
1,0,1,0,2600.0,160.0,360.0,1.0,N,0,1,0,0,0,0,1
0,1,1,1,21600.0,239.0,360.0,1.0,N,0,0,1,0,0,0,1
0,1,1,0,3798.0,112.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,1,0,4663.0,138.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,5829.0,138.0,360.0,1.0,Y,1,0,0,0,1,0,0
1,0,0,0,2720.0,80.0,360.0,0.0,N,1,0,0,0,0,0,1
0,1,1,0,3539.0,100.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,0,8917.0,110.0,360.0,0.0,N,0,1,0,0,0,0,1
0,1,1,0,14880.0,96.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,6966.0,121.0,360.0,1.0,Y,1,0,0,0,1,0,0
1,0,0,0,4606.0,81.0,360.0,1.0,N,0,1,0,0,1,0,0
0,1,1,0,5935.0,133.0,360.0,1.0,Y,0,0,1,0,0,1,0
0,1,1,0,2936.12000084,87.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,0,0,0,2717.0,60.0,180.0,1.0,Y,1,0,0,0,0,0,1
1,0,1,1,8624.0,150.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,0,1,0,6500.0,105.0,360.0,0.0,N,1,0,0,0,1,0,0
0,0,1,0,12876.0,405.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,4765.0,143.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,0,1,0,3750.0,100.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,0,1,0,3777.0,50.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,3338.0,121.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,0,1,1,10416.0,187.0,360.0,0.0,N,1,0,0,0,0,0,1
1,1,0,1,7142.0,138.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,0,1,0,8724.0,187.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,9734.0,180.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,0,0,0,6700.0,148.0,360.0,1.0,Y,0,0,0,1,0,1,0
0,0,1,0,37719.0,152.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,1,1,0,15666.0,175.0,300.0,1.0,Y,1,0,0,0,1,0,0
0,1,1,1,4676.0,130.0,360.0,1.0,Y,0,1,0,0,1,0,0
0,1,0,0,4652.0,110.0,360.0,1.0,Y,0,0,1,0,1,0,0
0,1,1,0,4915.0,55.0,360.0,1.0,N,1,0,0,0,1,0,0
0,1,1,0,5050.0,150.0,360.0,0.0,N,0,0,1,0,1,0,0
0,0,0,1,4311.0,190.0,360.0,1.0,N,0,1,0,0,0,1,0
0,1,0,0,3564.0,125.0,360.0,0.0,N,0,0,1,0,1,0,0
0,1,0,0,3414.0,60.0,300.0,1.0,Y,0,0,1,0,0,0,1
0,1,1,0,5681.0,149.0,360.0,0.0,N,1,0,0,0,1,0,0
0,1,1,0,4949.0,90.0,180.0,0.0,Y,1,0,0,0,1,0,0
0,0,1,1,7085.0,84.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,3859.0,96.0,360.0,1.0,Y,0,0,1,0,0,1,0
0,1,1,0,4301.0,118.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,0,6277.0,173.0,360.0,1.0,N,1,0,0,0,0,0,1
0,0,1,0,4354.0,136.0,360.0,1.0,Y,0,0,1,0,1,0,0
0,1,1,0,8334.0,160.0,360.0,1.0,N,1,0,0,0,0,1,0
0,1,1,0,7740.0,128.0,180.0,1.0,Y,0,0,0,1,0,0,1
0,1,1,0,5203.0,153.0,360.0,1.0,Y,1,0,0,0,1,0,0
1,0,0,0,5191.0,132.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,0,1,0,4166.0,98.0,360.0,0.0,N,1,0,0,0,0,1,0
0,0,1,0,6000.0,140.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,0,0,4611.0,70.0,180.0,0.0,N,0,0,0,1,0,0,1
1,1,0,0,3127.0,98.0,360.0,1.0,Y,0,0,1,0,0,1,0
0,1,1,0,6784.0,110.0,360.0,1.0,N,1,0,0,0,0,0,1
0,1,1,1,5529.0,162.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,1,0,0,4153.0,113.0,180.0,0.0,N,0,1,0,0,1,0,0
0,1,1,0,4691.0,100.0,360.0,1.0,Y,0,0,0,1,0,1,0
1,0,1,1,2500.0,93.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,0,1,0,10180.0,162.0,360.0,1.0,Y,0,0,1,0,1,0,0
0,1,1,1,17539.0,150.0,360.0,1.0,Y,0,0,1,0,1,0,0
0,1,1,0,8450.0,230.0,300.0,1.0,Y,0,0,1,0,0,1,0
0,1,1,1,18917.0,86.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,1,1,0,4550.0,121.0,360.0,1.0,N,0,0,1,0,0,0,1
1,0,0,0,4350.0,154.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,0,0,3095.0,113.0,360.0,1.0,Y,0,0,0,1,1,0,0
0,1,1,0,5233.0,128.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,10833.0,234.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,8333.0,246.0,360.0,1.0,Y,0,0,1,0,0,1,0
0,1,0,0,4394.0,131.0,360.0,1.0,Y,0,1,0,0,1,0,0
0,0,1,0,3547.0,80.0,360.0,0.0,N,0,0,1,0,1,0,0
0,1,1,0,18333.0,500.0,360.0,1.0,N,0,1,0,0,0,0,1
0,1,1,1,6666.0,160.0,360.0,1.0,Y,0,0,1,0,0,1,0
0,0,1,0,2435.0,75.0,360.0,1.0,N,1,0,0,0,0,0,1
0,0,0,0,5484.0,96.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,0,0,6464.0,186.0,360.0,1.0,Y,0,1,0,0,0,0,1
0,0,0,0,3691.0,110.0,360.0,1.0,Y,1,0,0,0,1,0,0
1,0,0,1,17263.0,225.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,5754.0,119.0,360.0,0.0,N,1,0,0,0,1,0,0
1,1,1,0,4239.0,105.0,84.0,1.0,Y,0,1,0,0,0,1,0
0,1,0,0,4300.0,107.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,1,0,7482.0,111.0,12.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,1,2895.0,95.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,0,1,0,10699.0,209.0,360.0,0.0,N,1,0,0,0,1,0,0
1,0,1,0,4328.0,113.0,480.0,1.0,Y,1,0,0,0,1,0,0
1,0,1,0,3159.0,100.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,10489.0,208.0,360.0,1.0,Y,0,0,1,0,0,1,0
0,1,0,0,9352.0,138.0,360.0,1.0,N,0,1,0,0,1,0,0
0,1,0,0,5297.0,124.0,300.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,7926.0,243.0,360.0,1.0,Y,0,0,1,0,1,0,0
0,1,1,0,27500.0,480.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,1,5492.0,188.0,360.0,1.0,Y,1,0,0,0,0,0,1
1,0,1,0,13262.0,40.0,360.0,1.0,Y,0,1,0,0,0,0,1
0,0,0,0,4885.0,100.0,360.0,1.0,N,1,0,0,0,1,0,0
0,1,1,0,8069.0,250.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,1,1,0,5318.0,148.0,360.0,1.0,Y,0,0,1,0,0,0,1
0,1,1,0,8796.0,70.0,180.0,1.0,N,1,0,0,0,0,1,0
0,0,1,0,9481.0,311.0,360.0,1.0,N,1,0,0,0,1,0,0
0,1,1,0,6894.0,150.0,360.0,1.0,Y,0,0,0,1,1,0,0
1,1,1,0,3663.0,113.0,480.0,1.0,Y,0,0,1,0,0,1,0
0,1,0,0,4874.0,123.0,360.0,0.0,N,0,1,0,0,0,1,0
0,0,1,0,6598.0,185.0,360.0,1.0,N,1,0,0,0,0,1,0
1,0,0,0,3400.0,95.0,360.0,1.0,N,1,0,0,0,1,0,0
0,1,0,0,3934.0,45.0,360.0,1.0,Y,0,0,1,0,0,1,0
0,0,1,0,2500.0,55.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,1,7101.0,100.0,360.0,1.0,Y,0,0,0,1,1,0,0
0,1,1,1,15114.0,480.0,360.0,1.0,Y,0,0,1,0,1,0,0
0,0,1,0,6767.0,121.0,360.0,1.0,N,1,0,0,0,0,1,0
0,1,1,1,17500.0,400.0,360.0,1.0,Y,0,0,1,0,1,0,0
0,1,1,0,3775.0,110.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,0,0,6715.0,161.0,360.0,0.0,Y,0,1,0,0,0,1,0
0,0,0,0,3981.0,94.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,0,0,0,6783.0,130.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,6525.0,216.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,1,0,4281.0,100.0,360.0,1.0,Y,0,0,0,1,0,0,1
0,0,1,0,3588.0,110.0,360.0,0.0,N,0,0,1,0,1,0,0
0,0,1,0,11250.0,196.0,360.0,1.0,N,0,1,0,0,0,1,0
1,0,0,1,18165.0,125.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,0,0,0,4592.0,126.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,1,0,10039.0,324.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,0,1,0,3617.0,107.0,360.0,1.0,Y,0,0,1,0,0,1,0
0,1,0,0,3453.0,66.0,360.0,1.0,N,1,0,0,0,1,0,0
0,1,1,0,6417.0,157.0,180.0,1.0,Y,0,0,0,1,1,0,0
1,1,1,0,7453.0,140.0,180.0,1.0,Y,0,1,0,0,0,1,0
1,0,1,0,2138.0,99.0,360.0,0.0,N,1,0,0,0,0,1,0
1,0,1,0,3652.0,95.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,1,0,0,4763.0,128.0,360.0,1.0,Y,0,1,0,0,0,0,1
1,1,0,0,3680.0,102.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,4718.0,155.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,0,0,0,3358.0,80.0,36.0,1.0,N,1,0,0,0,0,1,0
0,0,1,0,4309.0,145.0,360.0,1.0,Y,1,0,0,0,1,0,0
1,0,1,0,5000.0,103.0,360.0,0.0,N,1,0,0,0,0,1,0
0,1,1,0,4801.0,110.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,1,1,6633.0,134.8,360.0,0.0,N,0,0,1,0,1,0,0
0,1,0,0,4867.0,121.0,360.0,1.0,Y,0,1,0,0,1,0,0
0,1,1,0,6583.0,158.0,360.0,1.0,Y,0,1,0,0,0,0,1
0,1,0,0,4787.0,181.0,360.0,0.0,N,1,0,0,0,0,0,1
0,1,1,0,7859.0,132.0,180.0,0.0,N,1,0,0,0,1,0,0
0,1,1,0,6500.0,26.0,360.0,1.0,Y,0,1,0,0,0,1,0
1,0,1,0,4292.0,84.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,1,10139.0,260.0,360.0,1.0,Y,0,0,0,1,0,1,0
0,1,1,0,6556.0,162.0,360.0,1.0,Y,1,0,0,0,0,1,0
1,1,1,0,6486.0,182.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,0,0,3917.0,108.0,360.0,1.0,Y,0,0,1,0,0,1,0
1,1,1,1,19484.0,600.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,1,1,0,7977.0,211.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,0,0,1,5800.0,132.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,8799.0,258.0,360.0,0.0,N,0,0,1,0,0,0,1
0,1,0,0,4467.0,120.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,0,1,0,3333.0,70.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,0,5900.0,123.0,360.0,0.0,N,0,0,0,1,1,0,0
1,0,1,0,2378.0,9.0,360.0,1.0,N,1,0,0,0,0,0,1
0,1,1,0,5230.0,104.0,360.0,0.0,N,1,0,0,0,0,0,1
0,1,1,0,5167.0,186.0,360.0,1.0,Y,0,1,0,0,0,0,1
0,1,1,0,6567.0,165.0,360.0,0.0,N,0,1,0,0,0,0,1
0,1,1,0,16666.0,275.0,360.0,1.0,Y,0,0,1,0,0,0,1
0,1,0,0,7750.0,187.0,480.0,1.0,N,0,0,1,0,0,1,0
0,1,1,0,6406.0,150.0,360.0,1.0,N,0,0,0,1,0,1,0
0,1,1,0,3620.0,108.0,84.0,1.0,Y,0,0,1,0,0,0,1
0,0,1,0,5968.0,110.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,0,4014.0,107.0,360.0,1.0,Y,0,1,0,0,1,0,0
0,0,1,0,6099.0,161.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,1,1,0,6540.0,205.0,360.0,1.0,Y,0,0,1,0,0,1,0
0,0,1,0,35673.0,90.0,360.0,1.0,N,1,0,0,0,0,0,1
1,1,1,0,3166.0,36.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,0,1880.0,61.0,360.0,1.0,N,0,1,0,0,1,0,0
0,1,1,0,4704.0,146.0,360.0,0.0,N,0,1,0,0,1,0,0
0,1,1,0,7283.0,172.0,84.0,1.0,N,0,1,0,0,1,0,0
0,1,1,0,3819.0,104.0,360.0,1.0,Y,1,0,0,0,0,0,1
1,0,0,0,2165.0,70.0,360.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,1,2726.0,106.0,360.0,0.0,N,0,0,1,0,0,1,0
0,1,1,0,6416.0,56.0,180.0,1.0,Y,1,0,0,0,0,1,0
0,1,1,1,6000.0,205.0,240.0,1.0,N,0,0,1,0,0,1,0
0,1,1,0,7159.0,142.0,180.0,1.0,Y,1,0,0,0,1,0,0
0,1,1,1,16120.0,260.0,360.0,1.0,Y,1,0,0,0,0,0,1
0,0,0,0,3833.0,110.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,0,1,7383.0,187.0,360.0,1.0,N,0,0,1,0,1,0,0
0,0,1,0,2987.0,88.0,360.0,0.0,N,1,0,0,0,0,1,0
0,1,1,1,9963.0,180.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,1,0,5780.0,192.0,360.0,1.0,Y,0,0,1,0,0,0,1
1,0,1,0,42083.0,350.0,180.0,1.0,N,0,0,0,1,0,0,1
0,1,0,0,5686.0,155.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,1,0,5703.0,128.0,360.0,1.0,Y,0,0,0,1,0,0,1
0,0,1,0,7977.0,172.0,360.0,1.0,Y,1,0,0,0,1,0,0
1,1,1,0,12000.0,496.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,1,0,0,6200.0,121.0,180.0,1.0,N,1,0,0,0,0,0,1
0,1,1,0,5900.0,173.0,360.0,1.0,Y,0,1,0,0,0,1,0
0,1,0,0,5398.0,157.0,360.0,1.0,Y,0,0,1,0,1,0,0
0,1,1,0,5182.0,108.0,360.0,1.0,Y,1,0,0,0,1,0,0
1,0,1,0,2900.0,71.0,360.0,1.0,Y,1,0,0,0,1,0,0
0,1,1,0,4106.0,40.0,180.0,1.0,Y,0,0,0,1,1,0,0
0,1,1,0,8312.0,253.0,360.0,1.0,Y,0,1,0,0,0,0,1
0,1,1,0,7583.0,187.0,360.0,1.0,Y,0,0,1,0,0,0,1
1,0,1,1,4583.0,133.0,360.0,0.0,N,1,0,0,0,0,1,0
